token	freq	correction	reason
counvil	47	council	unique(council:71054)
serretary	47	secretary	unique(secretary:133735)
affeet	47	affect	dominant(affect:13206>>afreet:0)
reelamation	47	reclamation	unique(reclamation:7169)
cuilty	47	guilty	unique(guilty:19313)
vlerk	47	clerk	unique(clerk:97979)
vetition	47	petition	unique(petition:57152)
recelving	47	receiving	unique(receiving:22301)
quahfied	47	qualified	dominant(qualified:51243>>quaffed:0)
agriculiural	47	agricultural	unique(agricultural:30229)
columbariums	47	columbarium	unique(columbarium:106)
aualified	47	qualified	unique(qualified:51243)
gepartment	47	department	unique(department:322917)
jaboratory	47	laboratory	unique(laboratory:6968)
tederal	47	federal	unique(federal:86738)
aecrued	47	accrued	unique(accrued:6302)
purnoses	47	purposes	unique(purposes:145202)
orgamzation	47	organization	unique(organization:34750)
wuhenreas	47	whereas	unique(whereas:32050)
finid	47	find	dominant(find:5632>>fined:1453)
provice	47	provide	dominant(provide:121470>>province:419)
comstruction	47	construction	unique(construction:56614)
foliowing	47	following	unique(following:166407)
oneration	47	operation	unique(operation:35926)
specihed	47	specified	dominant(specified:117730>>species:3527)
tortfeasors	47	tortfeasor	unique(tortfeasor:212)
noninmate	47	nominate	unique(nominate:782)
csbg	47	sb	dominant(sb:14314>>cs:538)
fitteen	46	fifteen	unique(fifteen:14965)
reénacted	46	reenacted	unique(reenacted:74)
milcage	46	mileage	dominant(mileage:7857>>millage:0)
epproved	46	approved	unique(approved:173431)
fifteon	46	fifteen	unique(fifteen:14965)
assembiy	46	assembly	unique(assembly:65180)
oetober	46	october	unique(october:18831)
amenda	46	amend	dominant(amend:84240>>amends:5636)
thonce	46	thence	unique(thence:40598)
mdebtedness	46	indebtedness	unique(indebtedness:23409)
reyuest	46	request	unique(request:48546)
febrnary	46	february	unique(february:13157)
peyment	46	payment	unique(payment:105517)
amvunt	46	amount	unique(amount:233789)
herenfter	46	hereafter	unique(hereafter:19758)
reguiations	46	regulations	unique(regulations:71915)
fifleen	46	fifteen	unique(fifteen:14965)
sufficiont	46	sufficient	unique(sufficient:32519)
recoive	46	receive	unique(receive:75091)
trustce	46	trustee	unique(trustee:13852)
culifurnia	46	california	unique(california:322009)
atturney	46	attorney	unique(attorney:55433)
certifiente	46	certificate	unique(certificate:70185)
schoot	46	school	dominant(school:196893>>shoot:130)
matcrial	46	material	unique(material:17981)
kesolution	46	resolution	unique(resolution:77952)
yoting	46	voting	dominant(voting:19837>>noting:127)
apiil	46	april	unique(april:32449)
inercase	46	increase	dominant(increase:22289>>incase:56)
proveed	46	proceed	dominant(proceed:11303>>proved:3433)
szid	46	said	dominant(said:424830>>sid:90)
purpcse	46	purpose	unique(purpose:98040)
tlon	46	ton	dominant(ton:2118>>lon:120)
reauire	46	require	unique(require:57624)
soviety	46	society	dominant(society:6635>>soviet:300)
avvear	46	appear	dominant(appear:27291>>aver:358)
boarcl	46	board	dominant(board:460792>>boards:17692)
eorpora	46	corpora	unique(corpora:2784)
pnority	46	priority	dominant(priority:9433>>minority:2471)
eonduct	46	conduct	unique(conduct:30663)
meome	46	meme	unique(meme:101)
navment	46	payment	dominant(payment:105517>>pavement:296)
wiereas	46	whereas	unique(whereas:32050)
studv	46	study	dominant(study:18288>>stud:165)
subdivisior	46	subdivision	unique(subdivision:242708)
seztion	46	section	unique(section:1401134)
cuhaptter	46	chapter	dominant(chapter:358685>>chatter:17)
tnal	46	anal	dominant(anal:599>>teal:88)
pursuani	46	pursuant	unique(pursuant:316406)
fuind	46	fund	dominant(fund:186336>>find:5632)
partmership	46	partnership	unique(partnership:17287)
dollarg	45	dollars	dominant(dollars:212257>>dollar:11283)
recelved	45	received	unique(received:56222)
sicth	45	sixth	unique(sixth:5585)
ciwil	45	civil	unique(civil:72956)
asummary	45	summary	unique(summary:5926)
jegally	45	legally	dominant(legally:7070>>regally:0)
bupervisors	45	supervisors	unique(supervisors:68372)
deomed	45	deemed	dominant(deemed:43813>>doomed:23)
staternent	45	statement	unique(statement:53359)
loeation	45	location	dominant(location:17489>>lobation:0)
sunta	45	santa	dominant(santa:19245>>suntan:6)
pnblic	45	public	unique(public:299558)
ecrtificate	45	certificate	unique(certificate:70185)
cifect	45	effect	dominant(effect:146377>>direct:25194)
trne	45	true	dominant(true:8810>>tree:1761)
roport	45	report	unique(report:85107)
onter	45	enter	dominant(enter:20089>>inter:3530)
augnst	45	august	unique(august:27471)
strcet	45	street	unique(street:31751)
lollows	45	follows	dominant(follows:158722>>hollows:15)
fowers	45	powers	dominant(powers:40637>>flowers:257)
ané	45	and	dominant(and:3882813>>any:1254743)
superimtendent	45	superintendent	unique(superintendent:57143)
stcrion	45	section	dominant(section:1401134>>station:5938)
sevretary	45	secretary	unique(secretary:133735)
prcvided	45	provided	unique(provided:300880)
revennes	45	revenues	dominant(revenues:21808>>revenges:0)
otaer	45	other	dominant(other:450272>>otter:143)
acvordance	45	accordance	unique(accordance:66778)
entrv	45	entry	unique(entry:10106)
publieation	45	publication	unique(publication:18364)
wueretas	45	whereas	dominant(whereas:32050>>guerezas:0)
matenals	45	materials	dominant(materials:21833>>maternal:448)
elther	45	either	dominant(either:59471>>ether:234)
exelude	45	exclude	unique(exclude:3045)
warchouseman	45	warehouseman	unique(warehouseman:522)
thirtv	45	thirty	unique(thirty:32885)
districls	45	districts	unique(districts:81462)
cfficers	45	officers	unique(officers:66657)
henefits	45	benefits	unique(benefits:39317)
helative	45	relative	dominant(relative:20205>>elative:9)
eommittee	45	committee	unique(committee:75062)
ilem	45	item	dominant(item:72668>>lem:59)
bcard	45	board	dominant(board:460792>>card:7477)
paymert	45	payment	unique(payment:105517)
unineorporated	45	unincorporated	unique(unincorporated:4227)
directcr	45	director	dominant(director:101827>>directer:14)
ursency	45	urgency	unique(urgency:28390)
eifective	45	effective	unique(effective:63567)
proposau	45	proposal	unique(proposal:11038)
provram	45	program	unique(program:136377)
reacl	45	real	dominant(real:51419>>reach:1321)
tcos	45	cos	dominant(cos:239>>taos:13)
ajjected	45	affected	dominant(affected:29048>>rejected:2879)
nnene	45	nine	dominant(nine:21319>>none:4275)
lawfal	44	lawful	unique(lawful:9631)
reeommend	44	recommend	unique(recommend:4126)
deccased	44	deceased	unique(deceased:6198)
therefur	44	therefor	unique(therefor:35720)
alluwed	44	allowed	dominant(allowed:45258>>alluded:15)
iund	44	fund	dominant(fund:186336>>ind:265)
aforesnid	44	aforesaid	unique(aforesaid:7864)
fves	44	fees	dominant(fees:65514>>foes:210)
revenuc	44	revenue	unique(revenue:78205)
jicenses	44	licenses	unique(licenses:11073)
constrned	44	construed	unique(construed:19368)
oversecr	44	overseer	unique(overseer:1225)
franeiseo	44	francisco	unique(francisco:21120)
earriers	44	carriers	dominant(carriers:3509>>barriers:1089)
guiltv	44	guilty	dominant(guilty:19313>>guilt:729)
sheriif	44	sheriff	dominant(sheriff:14582>>sherif:172)
logal	44	local	dominant(local:127353>>legal:34311)
plaves	44	places	dominant(places:15119>>plates:4063)
prinvipal	44	principal	unique(principal:40295)
issning	44	issuing	unique(issuing:9676)
complicd	44	complied	dominant(complied:4857>>complice:0)
dulies	44	duties	dominant(duties:60393>>dulles:12)
requircd	44	required	unique(required:172879)
aunual	44	annual	unique(annual:42476)
eomply	44	comply	unique(comply:19853)
ordcr	44	order	unique(order:160952)
construeted	44	constructed	unique(constructed:11519)
duriny	44	during	unique(during:95570)
ehildren	44	children	unique(children:34332)
ninetecn	44	nineteen	unique(nineteen:3372)
vharter	44	charter	unique(charter:59157)
obhgation	44	obligation	dominant(obligation:17101>>oblation:0)
monthlv	44	monthly	unique(monthly:25481)
availabie	44	available	unique(available:70774)
mdividual	44	individual	unique(individual:44564)
corporaticn	44	corporation	unique(corporation:92152)
filec	44	filed	dominant(filed:145073>>file:41892)
collece	44	college	dominant(college:41807>>collect:12995)
cirector	44	director	unique(director:101827)
custodv	44	custody	unique(custody:20420)
requrement	44	requirement	unique(requirement:14591)
officets	44	officers	dominant(officers:66657>>offices:17866)
hcensure	44	censure	unique(censure:177)
nonclassified	44	unclassified	unique(unclassified:674)
ceptember	44	september	unique(september:59602)
chdp	44	chap	dominant(chap:3086>>chip:92)
penatty	43	penalty	unique(penalty:28562)
certifcate	43	certificate	unique(certificate:70185)
eollect	43	collect	unique(collect:12995)
ainend	43	amend	dominant(amend:84240>>attend:8581)
roquired	43	required	unique(required:172879)
coustruction	43	construction	unique(construction:56614)
lovied	43	levied	dominant(levied:20557>>loved:95)
enaet	43	enact	dominant(enact:95122>>enate:3)
reeommendation	43	recommendation	unique(recommendation:8659)
iollows	43	follows	dominant(follows:158722>>hollows:15)
chargo	43	charge	dominant(charge:41082>>cargo:1062)
cighteenth	43	eighteenth	unique(eighteenth:731)
ssecrion	43	section	unique(section:1401134)
becretary	43	secretary	unique(secretary:133735)
jife	43	life	dominant(life:21120>>wife:4287)
givo	43	give	dominant(give:23549>>gino:4)
suificient	43	sufficient	unique(sufficient:32519)
eharged	43	charged	unique(charged:21345)
torether	43	together	unique(together:21900)
munieipal	43	municipal	unique(municipal:53726)
approvod	43	approved	unique(approved:173431)
vivlation	43	violation	unique(violation:50606)
pasment	43	payment	unique(payment:105517)
satistactory	43	satisfactory	unique(satisfactory:8119)
junds	43	funds	dominant(funds:130199>>junes:5)
territury	43	territory	unique(territory:25985)
sevond	43	second	unique(second:26568)
viit	43	visit	unique(visit:1940)
llth	43	lath	dominant(lath:171>>lith:35)
desionated	43	designated	unique(designated:44673)
schoois	43	schools	unique(schools:50360)
hght	43	hight	unique(hight:271)
ayency	43	agency	unique(agency:176766)
serics	43	series	dominant(series:5877>>serifs:0)
vaeaney	43	vacancy	dominant(vacancy:9853>>heaney:0)
poimt	43	point	unique(point:21703)
livensed	43	licensed	dominant(licensed:40828>>livened:0)
proceedinys	43	proceedings	unique(proceedings:45662)
peave	43	peace	dominant(peace:42702>>leave:11480)
purpeses	43	purposes	unique(purposes:145202)
durimg	43	during	unique(during:95570)
eertify	43	certify	unique(certify:13009)
honded	43	bonded	dominant(bonded:7314>>handed:180)
eommis	43	commit	dominant(commit:5211>>commits:1268)
adiustment	43	adjustment	unique(adjustment:12279)
aniended	43	amended	dominant(amended:239647>>intended:11597)
aveordance	43	accordance	dominant(accordance:66778>>avoidance:437)
adonted	43	adopted	unique(adopted:55543)
obhgations	43	obligations	dominant(obligations:18770>>oblations:0)
bozrd	43	board	unique(board:460792)
befcre	43	before	unique(before:109151)
supernsors	43	supervisors	dominant(supervisors:68372>>superiors:40)
universitv	43	university	unique(university:26838)
perioc	43	period	unique(period:99289)
vield	43	field	dominant(field:8277>>yield:1555)
nonsubsidized	43	unsubsidized	unique(unsubsidized:223)
perfusionists	43	perfusionist	unique(perfusionist:52)
lreasurer	42	treasurer	unique(treasurer:44599)
servico	42	service	unique(service:158069)
detined	42	defined	dominant(defined:59720>>detained:1852)
fourtecn	42	fourteen	unique(fourteen:3684)
scttlement	42	settlement	unique(settlement:8370)
trastees	42	trustees	unique(trustees:26083)
avricultural	42	agricultural	unique(agricultural:30229)
momber	42	member	dominant(member:100238>>bomber:27)
prowded	42	crowded	dominant(crowded:58>>prodded:4)
calhfornia	42	california	unique(california:322009)
constructior	42	construction	dominant(construction:56614>>constructor:9)
surctics	42	sureties	dominant(sureties:3499>>arctics:0)
estute	42	estate	dominant(estate:32153>>astute:8)
railroud	42	railroad	unique(railroad:11880)
terin	42	tern	dominant(tern:113>>teri:28)
eonsent	42	consent	unique(consent:22731)
fnll	42	full	dominant(full:45342>>fill:7045)
eqnal	42	equal	unique(equal:37809)
ftesolved	42	resolved	unique(resolved:24165)
ussessment	42	assessment	unique(assessment:60627)
tpon	42	upon	dominant(upon:281887>>ton:2118)
cccce	42	cycle	dominant(cycle:1075>>cache:189)
appuint	42	appoint	unique(appoint:28939)
excopt	42	except	unique(except:119171)
ordinanve	42	ordinance	unique(ordinance:44097)
ownors	42	owners	unique(owners:15293)
svetion	42	section	dominant(section:1401134>>station:5938)
jowest	42	lowest	dominant(lowest:5210>>jowett:1)
thirly	42	thirty	dominant(thirty:32885>>thirdly:14)
markct	42	market	unique(market:17100)
avcordance	42	accordance	unique(accordance:66778)
colleet	42	collect	dominant(collect:12995>>collet:7)
erceted	42	erected	unique(erected:2817)
plaved	42	placed	dominant(placed:17860>>played:422)
cstablished	42	established	unique(established:56306)
detober	42	october	dominant(october:18831>>deter:4001)
hecomes	42	becomes	unique(becomes:15455)
provicled	42	provided	dominant(provided:300880>>profiled:6)
wnrereas	42	whereas	unique(whereas:32050)
erpenses	42	expenses	unique(expenses:58746)
snperintendent	42	superintendent	unique(superintendent:57143)
wonld	42	would	dominant(would:125361>>world:4184)
cittes	42	cities	dominant(cities:20019>>cites:69)
allevs	42	alleys	unique(alleys:1955)
pusiic	42	public	dominant(public:299558>>music:854)
aceounts	42	accounts	unique(accounts:11438)
oceasion	42	occasion	unique(occasion:785)
agricullural	42	agricultural	unique(agricultural:30229)
vertificate	42	certificate	unique(certificate:70185)
instruetion	42	instruction	unique(instruction:30434)
compensaticn	42	compensation	unique(compensation:66702)
funetions	42	functions	unique(functions:11187)
wiich	42	which	dominant(which:638761>>winch:25)
lecislative	42	legislative	unique(legislative:49293)
corpcration	42	corporation	unique(corporation:92152)
governcr	42	governor	unique(governor:106610)
eovered	42	covered	dominant(covered:14247>>hovered:0)
tacility	42	facility	dominant(facility:61690>>tactility:0)
applicatior	42	application	dominant(application:76435>>applicator:200)
pervent	42	percent	dominant(percent:72590>>prevent:16142)
cuapteer	42	chapter	unique(chapter:358685)
nonpront	42	nonprofit	dominant(nonprofit:13196>>confront:140)
wildhfe	42	wildlife	dominant(wildlife:5187>>wilde:17)
decertifying	42	certifying	unique(certifying:2354)
prescnbed	42	prescribed	dominant(prescribed:48040>>presented:13195)
angcles	41	angles	unique(angles:565)
cafion	41	cation	dominant(cation:4096>>camion:0)
stovk	41	stock	dominant(stock:23801>>stove:107)
amendmenis	41	amendments	unique(amendments:30226)
continne	41	continue	unique(continue:20992)
sixtecn	41	sixteen	unique(sixteen:3720)
kcep	41	keep	dominant(keep:13017>>kep:7)
oalifornia	41	california	unique(california:322009)
nersons	41	persons	dominant(persons:105811>>nelsons:0)
exccutor	41	executor	unique(executor:4074)
anthorizing	41	authorizing	unique(authorizing:10750)
dumages	41	damages	unique(damages:14676)
dnty	41	duty	dominant(duty:33491>>xnty:1)
immedintely	41	immediately	unique(immediately:59281)
appvintment	41	appointment	unique(appointment:25156)
exceuted	41	executed	dominant(executed:11181>>excepted:1900)
cluim	41	claim	unique(claim:38845)
powcrs	41	powers	unique(powers:40637)
pumber	41	number	dominant(number:88053>>lumber:585)
aucust	41	august	unique(august:27471)
qnalified	41	qualified	unique(qualified:51243)
snitable	41	suitable	unique(suitable:8752)
carricd	41	carried	unique(carried:7558)
subprena	41	subpoena	unique(subpoena:4344)
oecur	41	occur	dominant(occur:5813>>recur:28)
acauired	41	acquired	unique(acquired:17088)
grantce	41	grantee	unique(grantee:2279)
vhapter	41	chapter	unique(chapter:358685)
trustec	41	trustee	dominant(trustee:13852>>trusted:33)
eancel	41	cancel	unique(cancel:3267)
